asset_id,asset_type,status,canonical_location,depends_on,notes
INDUSTRIAL-TRACK-AUTH-PKG,governance_authorization_package,CURRENT,00_GOVERNANCE/INDUSTRIAL_TRACK/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_AUTHORIZATION_PACKAGE_v0.1.md,INDUSTRIAL-TRACK-PROTOCOL;EXT-UPD-4.9,Design review PASS; bounded documentary discovery separately authorized
INDUSTRIAL-TRACK-AUTH-REC,governance_authorization_record,CURRENT,00_GOVERNANCE/INDUSTRIAL_TRACK/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_AUTHORIZATION_RECORD_v0.1.md,INDUSTRIAL-TRACK-AUTH-PKG,Execution authorization limited to bounded documentary discovery; industrial execution remains unauthorized
IT-NOSD-EXEC-001,documentary_discovery_execution,CLOSED-BOUNDED-DISCOVERY,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_EXECUTION_001.md,INDUSTRIAL-TRACK-PROTOCOL;INDUSTRIAL-TRACK-AUTH-REC,13 screened; 10 retained; 3 rejected; no industrial case admitted at discovery closure
IT-NOSD-REG-001,documentary_candidate_register,CURRENT,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_REGISTER_001.csv,IT-NOSD-EXEC-001,13 candidate records; retention is documentary only and does not satisfy IT-G0/IT-G1
IT-PROC-EXEC-001,procurement_documentary_discovery_execution,CLOSED-BOUNDED-DISCOVERY,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,INDUSTRIAL-TRACK;IT-NOSD-EXEC-001,Second bounded procurement documentary branch; 8 screened; 6 retained; 2 rejected; no industrial execution
IT-PROC-REG-001,procurement_candidate_register,CURRENT,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/INDUSTRIAL_PROCUREMENT_DOCUMENTARY_DISCOVERY_REGISTER_001.csv,IT-PROC-EXEC-001,6 retained; documentary retention does not constitute IT-G0/G1 admission
IT-G1-PROC-001,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,Canary Islands DGFP 1/2022; decision-time technical reconstruction incomplete; no G3
IT-G1-PROC-002,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,Project Cornelia; decision-time technical reconstruction incomplete; no G3
IT-G1-PROC-003,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,J24.029.01; lot-level transformation spaces and alternative/evaluation mapping not closed; no G3
IT-G1-PROC-004,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,Tribunal de Cuentas 01/26; competing technical configurations not independently reconstructable; no G3
IT-G1-PROC-005,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,Soria IT 97/2024; competing alternatives/evaluation mapping not independently reconstructable; no G3
IT-G1-PROC-006,industrial_case,G1-INSUFFICIENT,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-PROC-REG-001,GravarSDA 3/21 CC is a multi-procurement framework identifier; no unique bounded episode; no G2
IT-G1-I-AMOC,industrial_case,G1-PASS;G2-PASS;G3-PASS;G4-PASS;G5-AUTHORIZED;UTILITY-INCONCLUSIVE,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-G0;IT-G1;IT-G2;IT-G3;IT-G4;IT-G5,FAA AMOC case; independent reconstruction remains open; no claim upgrade
IT-G1-D-LYNXOS,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-NOSD-007,Public LynxOS-178 RSC case identified; decision-time observability incomplete; no G3/G4/G5
IT-G1-L-SEARECS,industrial_case,G1-PASS;G2-HOLD,00_GOVERNANCE/INDUSTRIAL_TRACK/execution/,IT-NOSD-009,Searecs/BG Verkehr product approval identified; decision-time version/configuration and technical verification package incomplete; no G3/G4/G5
TGCV-EXT-MOI-001,external_asset,CLOSED-BOUNDED-OPPORTUNITY-MAP,05_ASSETS/MOI/,IT-G1-I-AMOC;IT-G1-D-LYNXOS;IT-G1-L-SEARECS;IT-G1-PROC-001;IT-G1-PROC-002;IT-G1-PROC-003;IT-G1-PROC-004;IT-G1-PROC-005,MOI v0.1 retains 8 governed opportunity hypotheses; no new case admission, utility, causal/value claim or Core change
MOI-CONSTRUCTION-PROTOCOL,external_asset_governance,CURRENT-OPERATIVE,05_ASSETS/MOI/TGCV-EXT-MOI-001_v0.1.md,INDUSTRIAL-TRACK,Controlled construction protocol; bounded to 12 entries; opportunity hypotheses only
MOI-CLOSURE,external_asset_closure,CLOSED,05_ASSETS/MOI/TGCV-EXT-MOI-001_CLOSURE_v0.1.md,TGCV-EXT-MOI-001,8 retained; 0 new executions; 0 new datasets; 0 new utility measurements; 0 scientific tests; 0 industrial admissions
RMA-v3.24,governance_master,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_v3.24.md,TR-132-MOD-1-RESULT;TR-132-MOD-1-CLOSURE;EXT-UPD-4.9;IT-NOSD-EXEC-001;IT-PROC-EXEC-001;TGCV-EXT-MOI-001,Current RMA registers MOI bounded construction and closure; scientific Core and industrial execution boundary unchanged
RMA-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_current.md,RMA-v3.24,Stable canonical pointer
TRACEABILITY-current,pointer,CURRENT,00_GOVERNANCE/rma/TGCV_RMA_traceability_current.csv,RMA-current,Stable canonical pointer to current traceability v3.24
PROPAGATION-WORKFLOW,governance_workflow,FROZEN,00_GOVERNANCE/workflows/CURRENT_STATE_PROPAGATION_AND_CONSISTENCY_WORKFLOW_v0.1.md,None,Atomic propagation operative
